clip_path,label
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip10.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip11.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip12.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip13.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip14.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip15.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip16.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip17.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip18.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip19.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c04_clip9.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip10.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip11.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g02_c05_clip9.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c01_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c01_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c01_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c01_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c01_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c01_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c01_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c01_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c01_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c02_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c02_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c02_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c02_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c02_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c02_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c02_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c02_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c02_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c03_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c03_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c03_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c03_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c03_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c03_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c03_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c03_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c03_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c04_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c04_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c04_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c04_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c04_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c04_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c04_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c04_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g03_c04_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c01_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c01_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c01_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c01_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c01_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c01_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c01_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c02_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c02_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c02_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c02_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c02_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c02_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c02_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c03_clip9.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c04_clip9.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c05_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c05_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c05_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c05_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c05_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c05_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c05_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c05_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c05_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip10.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip11.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c06_clip9.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip10.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip11.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g04_c07_clip9.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c01_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c01_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c01_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c01_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c01_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c01_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c02_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c02_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c02_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c02_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c02_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c02_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c03_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c03_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c03_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c03_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c03_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c03_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c04_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c04_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c04_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c04_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c04_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c04_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip10.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip11.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c05_clip9.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip10.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip11.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c06_clip9.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip10.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip11.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g05_c07_clip9.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c01_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c01_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c01_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c01_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c01_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c01_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c01_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c02_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c02_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c02_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c02_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c02_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c02_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c02_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c03_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c03_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c03_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c03_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c03_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c03_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c03_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c04_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c04_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c04_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c04_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c04_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c04_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c04_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c05_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c05_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c05_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c05_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c05_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c05_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c05_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c05_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c05_clip8.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c06_clip0.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c06_clip1.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c06_clip2.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c06_clip3.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c06_clip4.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c06_clip5.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c06_clip6.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c06_clip7.npy,Swing
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\Swing\v_Swing_g06_c06_clip8.npy,Swing
